id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13
aVogFJAHVB4C,jUt1JadsEOo,The Martian,George Du Maurier,1897,"The narrator and main character, Barty Josselin, attempts suicide after he loses his sight in one eye, prompting the appearance of Martia, the Martian, with whom he now shares his body. Du Maurier also introduces the concept of automatic writing in this novel: while Josselin sleeps, Martia writes and Josselin becomes a world-famous writer.",502.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=aVogFJAHVB4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=aVogFJAHVB4C&printsec=frontcover&dq=the+martian&hl=&cd=5&source=gbs_api,"Du Maurier also introduces the concept of automatic writing in this novel: while Josselin sleeps, Martia writes and Josselin becomes a world-famous writer.",,
lryyypm3mRAC,8kIjQueSL1A,The Martian's Daughter,Marina Whitman,2012-08-31,The memoir of Marina von Neumann Whitman,337.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=lryyypm3mRAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=lryyypm3mRAC&printsec=frontcover&dq=the+martian&hl=&cd=6&source=gbs_api,The memoir of Marina von Neumann Whitman,0472118420,9780472118427
HzQXlPS48PQC,TBuAF5xtHgs,The Martian Chronicles,Ray Bradbury,2012-04-17,"The tranquility of Mars is disrupted by humans who want to conquer space, colonize the planet, and escape a doomed Earth.",260.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=HzQXlPS48PQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=HzQXlPS48PQC&printsec=frontcover&dq=the+martian&hl=&cd=7&source=gbs_api,"Bradbury&#39;s Mars is a place of hope, dreams and metaphor - of crystal pillars and fossil seas - where a fine dust settles on the great, empty cities of a silently destroyed civilization.",1451678193,9781451678192
R0yWDgAAQBAJ,aZimTiwegTA,The Martian in the Wood,Stephen Baxter,2017-08-02,"Stephen Baxter's The Martian in the Wood, a Tor.com Original In the aftermath of the First Martian War, in the interim between it and what was to come later, England seemed to once again become a green and peaceful place, if one haunted by the terrible events in Surrey that had happened in those early years of the century. Although people hoped and prayed peace had come, they were wrong. Across the gulf of space, plans were being drawn for a return, but before they could bear fruit a terrible discovery was made deep in Holmburgh Wood, one that would tear a family apart and shock the world. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",32.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=R0yWDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=R0yWDgAAQBAJ&printsec=frontcover&dq=the+martian&hl=&cd=8&source=gbs_api,"Stephen Baxter&#39;s The Martian in the Wood, a Tor.com Original In the aftermath of the First Martian War, in the interim between it and what was to come later, England seemed to once again become a green and peaceful place, if one haunted by ...",1250163331,9781250163332
XgPdCwAAQBAJ,E1X9YQ7nlkY,The Martian,Andy Weir,2016-05-03,"In the Young Readers Edition of The Martian: Classroom-appropriate language Discussion questions and activities Q&A with Andy Weir Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. Now, he's sure he'll be the first person to die there. After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive – and even if he could get word out, his supplies would be gone long before a rescue could arrive. Chances are, though, he won't have time to starve to death. Damaged machinery, the unforgiving environment, or plain old ""human error"" are much more likely to kill him first. But Mark isn't ready to give up yet. Drawing on his ingenuity, his engineering skills and a relentless, dogged refusal to quit, he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?",402.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=XgPdCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=XgPdCwAAQBAJ&printsec=frontcover&dq=the+martian&hl=&cd=9&source=gbs_api,"In the Young Readers Edition of The Martian: Classroom-appropriate language Discussion questions and activities Q&amp;A with Andy Weir Six days ago, astronaut Mark Watney became one of the first people to walk on Mars.",1473550394,9781473550391
o0hC05imMsUC,AYGr9mDEYZQ,The Martian War,Gabriel Mesta,2005-05-31,"This speculative novel is based on the premise that H. G. Wells's classic science fiction novel, ""The War of the Worlds,"" describes actual historical events that Wells himself witnessed during a fierce struggle for control of Earth.",272.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=o0hC05imMsUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=o0hC05imMsUC&printsec=frontcover&dq=the+martian&hl=&cd=10&source=gbs_api,"The author imagines the circumstances surrounding H.G. Wells&#39; most famous novel, &quot;The War of the Worlds.&quot;",0743446399,9780743446396
DmUr6q1EDYMC,TU8PlEvLXRo,The Hitchhiker's Guide to the Galaxy,Douglas Adams,2009-09-01,"'One of the greatest achievements in comedy. A work of staggering genius' - David Walliams An international phenomenon and pop-culture classic, The Hitchhiker's Guide to the Galaxy has been a radio show, TV series, novel, stage play, comic book and film. Following the galactic (mis)adventures of Arthur Dent, Hitchhiker’s in its various incarnations has captured the imaginations of curious minds around the world . . . It's an ordinary Thursday lunchtime for Arthur Dent until his house gets demolished. The Earth follows shortly afterwards to make way for a new hyperspace express route, and his best friend has just announced that he's an alien. At this moment, they're hurtling through space with nothing but their towels and an innocuous-looking book inscribed, in large friendly letters, with the words: DON'T PANIC. The weekend has only just begun . . . This 42nd Anniversary Edition includes exclusive bonus material from the Douglas Adams archives, and an introduction by former Doctor Who showrunner, Russell T Davies. Continue Arthur Dent's intergalactic adventures in the rest of the trilogy with five parts: The Restaurant at the End of the Universe, Life, the Universe and Everything, So Long, and Thanks for All the Fish, and Mostly Harmless.",233.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=DmUr6q1EDYMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=DmUr6q1EDYMC&printsec=frontcover&dq=the+hitchhiker%27s+guide+to+the+galaxy&hl=&cd=1&source=gbs_api,"The weekend has only just begun . . . This 42nd Anniversary Edition includes exclusive bonus material from the Douglas Adams archives, and an introduction by former Doctor Who showrunner, Russell T Davies.",0330513087,9780330513081
WfxcAgAACAAJ,SCt7tMT2Js4,The Illustrated Hitchhiker's Guide to the Galaxy,Douglas Adams,1995-11-20,,,BOOK,NOT_MATURE,,en,http://books.google.co.in/books?id=WfxcAgAACAAJ&dq=the+hitchhiker%27s+guide+to+the+galaxy&hl=&cd=2&source=gbs_api,"First published to great acclaim in 1979, The Hitchhiker&#39;s Guide to the Galaxy has been the source of incredible hilarity and mirth.",0517158574,9780517158579
gZU1swEACAAJ,0uKUhHXCt3Q,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995-09,"Just before the Earth is demolished, Arthur Dent is plucked off the planet by his friend Ford Prefect.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=gZU1swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=gZU1swEACAAJ&dq=the+hitchhiker%27s+guide+to+the+galaxy&hl=&cd=3&source=gbs_api,"Just before the Earth is demolished, Arthur Dent is plucked off the planet by his friend Ford Prefect.",0756953944,9780756953942
ut8YDAAAQBAJ,UVLVmiBKBvE,Philosophy and The Hitchhiker's Guide to the Galaxy,N. Joll,2016-04-30,"The Hitchhiker's Guide to the Galaxy provides an excellent way of looking at some intriguing issues in philosophy, from vegetarianism and Artificial Intelligence to God, space and time. This is an entertaining yet thought provoking volume for students, philosophers and fans of The Hitchhiker's series.",308.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=ut8YDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=ut8YDAAAQBAJ&printsec=frontcover&dq=the+hitchhiker%27s+guide+to+the+galaxy&hl=&cd=4&source=gbs_api,"This is an entertaining yet thought provoking volume for students, philosophers and fans of The Hitchhiker&#39;s series.",0230392652,9780230392656
8QCRffdz99oC,xjvCzY153XE,"Life, the Universe and Everything",Douglas Adams,2009-09-01,"In Life, the Universe and Everything, the third title in Douglas Adams' blockbusting sci-fi comedy series, The Hitchhiker's Guide to the Galaxy, Arthur Dent finds himself enlisted to prevent a galactic war. This edition includes exclusive bonus material from the Douglas Adams archives, and an introduction by Simon Brett, producer of the original radio broadcast. Following a number of stunning catastrophes, which have involved him being alternately blown up and insulted in ever stranger regions of the Galaxy, Arthur Dent is surprised to find himself living in a cave on prehistoric Earth. However, just as he thinks that things cannot get possibly worse, they suddenly do. An eddy in the space-time continuum lands him, Ford Prefect, and their flying sofa in the middle of the cricket ground at Lord's, just two days before the world is due to be destroyed by the Vogons. Escaping the end of the world for a second time, Arthur, Ford, and their old friend Slartibartfast embark (reluctantly) on a mission to save the whole galaxy from fanatical robots. Not bad for a man in his dressing gown . . . Follow Arthur Dent's galactic (mis)adventures in the rest of the trilogy with five parts: So Long, and Thanks for All the Fish, and Mostly Harmless.",190.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=8QCRffdz99oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=8QCRffdz99oC&printsec=frontcover&dq=the+hitchhiker%27s+guide+to+the+galaxy&hl=&cd=5&source=gbs_api,"This edition includes exclusive bonus material from the Douglas Adams archives, and an introduction by Simon Brett, producer of the original radio broadcast.",0330513141,9780330513142
c4NwtNiOR3YC,cVDRytrdbQ4,And Another Thing ...,"Eoin Colfer, Douglas Adams",2009-10-11,"Enhanced eBook, includes an additional chapter and Audio content. And Another Thing . . . will be the sixth novel in the now improbably named Hitchhiker's Guide to the Galaxy trilogy. Eight years after the death of its creator, Douglas Adams, the author's widow, Jane Belson, has given her approval for the project to be continued by the international number one bestselling children's writer, Eoin Colfer, author of the Artemis Fowl novels. Douglas Adams himself once said, 'I suspect at some point in the future I will write a sixth Hitchhiker book. Five seems to be a wrong kind of number, six is a better kind of number.' Belson said of Eoin Colfer, 'I love his books and could not think of a better person to transport Arthur, Zaphod and Marvin to pastures new.' Colfer, a fan of Hitchhiker since his schooldays, said, 'Being given the chance to write this book is like suddenly being offered the superpower of your choice. For years I have been finishing this incredible story in my head and now I have the opportunity to do it in the real world.' Prepare to be amazed . . .",393.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=c4NwtNiOR3YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=c4NwtNiOR3YC&dq=the+hitchhiker%27s+guide+to+the+galaxy&hl=&cd=6&source=gbs_api,"&#39; Colfer, a fan of Hitchhiker since his schooldays, said, &#39;Being given the chance to write this book is like suddenly being offered the superpower of your choice.",0141042133,9780141042138
